id,title,publisher,date,retrieved,reliability,url,doi,no_url,key_figure,caveat,method,note,used_in
dol-lca-epic-systems-2026,"Labor Condition Application disclosure data, Epic Systems Corporation",US Department of Labor (via H1BGrader / Ellis indexes),2026,,3,,,"Filed disclosure data, read through a third-party viewer. The underlying quarterly files are bulk downloads from the Department of Labor, not per-employer pages.","204 LCA filings covering 1,048 positions across 2 states; median salary $95,000","Covers Epic Systems' OWN staff in Wisconsin, not the hospital analysts most of this profile is about. Sponsored roles only, and an offered wage is not an accepted one. It is a real grade-3 anchor for the vendor side of the market and says nothing about the customer side.","Employer-attested wage filings, public disclosure",Partial win. This is a real Tier 3 anchor and it tells us the vendor side of the market. The hospital side stays unsourced - see the gap note on the pay dimension.,ch25
epic-pay-aggregate-2026,Epic analyst salary ranges (aggregated),Glassdoor / Salary.com / Payscale composite,2026-06,,4,,,,"Entry $55-70k, mid $70-90k, senior/expert $90-155k (US)","Self-reported, field-mixed, likely inflated at the top of the range.",,,ch25
epic-cert-process-2026,Epic certification and training programme structure,Epic Systems / customer training documentation,2026,,2,,,The vendor's training material is available only to staff of customer organisations. That restriction is itself the finding in Chapter 25.,Certification requires employer or partner sponsorship; ~6-12 week programme; reported 25-30% pay rise within a year,"Two claims of very different strength in one record. The sponsorship rule is vendor policy, stated by the vendor, and is solid. The 25-30% pay rise is self-reported by people who took the training, so it carries the selection bias Chapter 4 describes: those who paid the cost and stayed are the ones answering. A rise is also not a level.",,The sponsorship rule is vendor policy and is well documented. The 25-30% pay rise figure is weaker than the policy claim - split these before ship.,ch25
linkedin-epic-postings-2025,"US job postings referencing Epic, 2025",LinkedIn,2025,,4,,,,"~40,000+ postings",Platform-specific. Postings are not openings. One opening can generate several postings.,,,ch25
epic-remote-growth-2025,Growth in remote Epic roles,Healthcare IT staffing industry report,2025,,4,,,,18% YoY growth in remote Epic roles,"Single source, no published method, staffing-firm origin. Ch 5 teaches readers to distrust exactly this. Either upgrade or cut.",,,ch25
epic-consultant-rates-2026,Independent Epic consultant billing rates,Healthcare IT consulting market reports,2026,,4,,,,$80-100/hr billing,"Billing rate, not earnings. Vendor-adjacent source.",,,ch25
ziprecruiter-generic-fallback,One salary site returns its general software engineer average for niche specialisms,"Own observation against ZipRecruiter, 2026-08",2026,,4,,,,"$147,524 average with a $120,000-$173,000 middle band was returned for precision agriculture software engineer, energy grid software engineer and government software engineer, in three different months of 2026. The same site's general software engineer page states the identical average and the identical band.","The general software engineer page was read directly. The three specialism figures were observed through search result summaries, because the site refused direct requests. Presented in Ch 5 as an exercise for the reader to repeat, not as a settled finding.",,,ch05; ch26
compbiojobs-market-2026,"Bioinformatics job market, quarterly posting counts",CompBioJobs,2026,,3,,,"A job board's own posting counts, read from the live board. The count changes daily and a link would not reproduce it.","631 postings in Q2 2026, up from 419 across 110 companies in Q1. Genentech led Q2 with 48 roles, then Gilead 31, AstraZeneca 30, Dana-Farber 29. Biostatistics and statistical programming was the largest single category at 80 postings.","A niche job board counting its own listings, so it undercounts the field and cannot see roles advertised only on company sites. Use it for the SHAPE of the market and for which employers hire, not as a headcount.",,,ch26
bioinformatics-pay-2026,"Bioinformatics and computational biology pay, United States",CompBioJobs / Glassdoor / 6figr composite,2026,,4,,,,"$148,000-$215,000 quoted average band for Q2 2026. Entry roles from about $90,000, senior scientists near $180,000, principal roles above $250,000. A PhD is described as adding $20,000-$30,000 at the start.",Posting-derived and skewed towards well-funded American biotech. Academic and non-US bioinformatics pay is far lower and is not in these figures.,,,ch26
qedc-quantum-workforce-2026,State of the Global Quantum Industry 2026,QED-C,2026-04-14,2026-08-06,2,https://quantumconsortium.org/publication/2026-state-of-the-global-quantum-industry-report/,,,"16,482 people work in pure-play quantum companies, up 14% since 2024, which is roughly 2,000 more people. 8,261 new quantum-related openings were created in 2025, up 11% on the prior year. A wider pool of quantum-trained people is estimated at 30,000-50,000.","An industry consortium counting its own sector, so the boundary of ""pure-play"" is set by the people being counted. Still the only serious headcount that exists, and the estimate range for the wider pool is wide enough to admit that.",,The credible counter to the '2 million quantum jobs by 2025' vendor claim.,ch04; ch26
quantum-projection-2035,Projected quantum sector employment,The Quantum Insider,2026,,5,,,,"250,000 new quantum jobs projected by 2030, and 840,000 by 2035","A forward projection published by a sector media company whose audience is the sector. Chapter 6 explains why a projection is not a measurement. Set it beside the 16,500 people who exist today and decide for yourself.",,,ch26
geospatial-market-2026,GIS and geospatial job market,GIS training and job board compilations,2026,,4,,,,"About 14,000 active GIS postings on one large job board, against an estimated 28,000 US GIS analysts. Average GIS pay quoted near $79,600, geospatial analyst near $90,900, geospatial software and data engineer near $167,000.","Published by training providers and a niche job board, so grade 5 in motive. The gap between the analyst and engineer figures is the useful part, not the figures themselves.",,,ch26
cheminformatics-pay-2026,Computational chemistry and cheminformatics pay and market size,ZipRecruiter / Glassdoor,2026,,4,,,,"Cheminformatics quoted near $56.81/hour, typical $48.08-$68.75. Around 46 cheminformatics and 60 computational chemist openings visible nationally on one large board.",Aggregator pay. The posting counts are more interesting than the salary: a national market this small is the actual finding.,,,ch26
robotics-pay-2026,Robotics software engineering pay,Glassdoor / ZipRecruiter / staffing compilations,2026,,4,,,,"Robotics software engineer near $155,000, typical $124,300-$196,000. Warehouse automation specifically near $116,600, typical $91,500-$139,000. Senior humanoid and autonomous vehicle roles quoted at $240,000-$290,000 base.","The humanoid figures come from a staffing firm during a funding boom in that specific niche. Treat them as a snapshot of one moment, not a level.",,,ch26
legal-tech-claims-2026,Legal technology and AI legal role claims,Career-guide and training websites,2026,,5,,,,"Claims include a 340% rise in legal AI postings between January 2024 and January 2026, 78% of large US firms creating an AI role, and AI legal specialists earning $180,000-$350,000.",Nearly all of this traces to sites that sell courses or recruit. The percentage rise has no stated base. This book cites the field as an example of coverage running far ahead of measurement.,,,ch26
agritech-pay-2026,Agricultural technology software pay,ZipRecruiter,2026,,4,,,,"General agriculture software near $111,800, typical $90,000-$130,000. The figure returned for precision agriculture software engineer was the site's generic software engineer average.","See ziprecruiter-generic-fallback. The precision agriculture figure should not be used at all, and the reason it should not be used is worth more than the figure would have been.",,,ch26
climate-grid-pay-2026,Energy grid and climate technology software pay,ZipRecruiter / Indeed postings,2026,,4,,,,"Climate technology software engineer postings quoted at $120,000-$205,000. The figure returned for energy grid software engineer was the site's generic software engineer average.",See ziprecruiter-generic-fallback. The posting band is real; the average is not specific to the field.,,,ch26
sap-germany-pay-2026,"SAP consultant salaries, Germany",German market compilations,2026,,4,,,,"€42,000 entry to €95,000+ experienced; freelancers €100-200/hr",Market compilation without a published method. German language is often required and this is not priced separately.,,,ch25
sap-india-pay-2026,"SAP ABAP and S/4HANA consultant pay, India",Indian recruitment market reporting,2026,,4,,,,ABAP consultant ~₹8-16 LPA at 5 years; certified S/4HANA talent ₹18-35 LPA in Hyderabad/Bengaluru; reported 12-18% YoY salary inflation,Recruiter-sourced. The S/4HANA premium is real and widely reported; the exact bands are not measured.,,,ch25
sap-offshore-rates-2026,Blended offshore SAP contract rates,Consultancy market reporting,2026,,4,,,,"$28-45/hr blended, roughly 55-65% below Germany, Netherlands and Singapore","Vendor-adjacent. Useful for the shape of the gap, not the exact rate.",,,ch25; ch28
cobol-pay-us-2026,"Mainframe COBOL programmer pay, United States",Salary.com / Glassdoor / Coursera composite,2026,,4,,,,"Salary.com ~$95,861; Glassdoor ~$124,662; Coursera cites $118,000 median total. Modernisation consultants $86k-$150k","Three aggregators disagreeing by nearly $30,000 on the same job title is itself the finding. Treat the $80k-$125k band as directional and the individual figures as unreliable.",,,ch25
swift-iso20022-nov2026,ISO 20022 for CBPR+: call to action for November 2026,Swift,2026,2026-08-13,1,https://www.swift.com/standards/iso-20022/iso-20022-bytes/call-action-november-2026,,,"14 November 2026 ends MT 101 coexistence over CBPR+. MT 101 multiple is end of life and will be rejected. MT 101 single moves to contingency processing instead: an automatic bootstrap converts it to pain.001, subject to additional FIN validation, and conversion has been chargeable since 1 January 2026. This is the INTERBANK relay only: corporates may continue sending MT 101 initiation messages to their banks, and Swift states there is currently no migration deadline for corporates to move to SCORE+. Separately, unstructured postal addresses stop being accepted on the same date, with structured Town Name and Country mandatory and NO contingency measure for non-compliant messages. Ancillary messages must follow by November 2027.","None on the deadline itself; this is the standards body publishing it. Two distinctions matter and the chapter originally lost both. Only the MULTIPLE variant stops being accepted; single messages keep flowing through chargeable contingency conversion. And the deadline is for the interbank relay — a corporate treasury sending MT 101 to its bank has no deadline at all. So a reader should not plan on the format going dark on one day. The harder change that date carries is the address one, which Swift says has no contingency.",,,ch25
iso20022-pay-us-2026,"ISO 20022 and payments engineering pay, United States",ZipRecruiter aggregate,2026,,4,,,,"~$74,500 average, $54,000-$89,500 typical band, on postings mentioning ISO 20022","Keyword-matched postings, not a role. It mixes testers, analysts and engineers, which is why the band is so wide and so low against the seniority the work actually needs.",,,ch25
guidewire-pay-us-2026,"Guidewire developer pay, United States",Glassdoor / ZipRecruiter / Payscale composite,2026,,4,,,,"Glassdoor ~$149,800; ZipRecruiter ~$109,900 with a $84,000-$134,500 middle band","A $40,000 disagreement on one job title. See Ch 5 on aggregators. The direction, well above generalist development, is consistent across all three.",,,ch25
insurance-workforce-deficit,Insurance industry staffing shortage,Widely circulated industry claim,2026,,5,,,,"A 400,000-worker deficit; sector unemployment quoted at 1.5-2.9% against a 3.6-4.2% national rate","Repeated everywhere and traceable nowhere in the form quoted. This book cites it as an example of a claim to distrust, in the manner of Ch 4. The tightness is real; the number is not evidence.",,,ch25
do178-pay-us-2026,"DO-178B/C avionics software pay, United States",ZipRecruiter / Payscale composite,2026,,4,,,,"~$125,000 average with a $105,000-$137,000 band on DO-178 postings; avionics engineer with software skills ~$90,000 base",The two figures measure different jobs under similar titles. Postings mentioning DO-178 skew senior; the avionics engineer figure does not.,,,ch25
clearance-premium-2026,What a security clearance is worth in pay,ClearanceJobs and cleared-market compilations,2026,,4,,,,"TS/SCI ~$131,900 against ~$93,700 for Secret, a 40.6% difference. Full scope polygraph ~$148,300. Secret adds roughly $10,000-$15,000; Top Secret roughly $15,000-$30,000.","Self-reported data from a cleared jobs board, so the population is people who already hold clearances. It cannot tell you what clearance causes, only what cleared people earn. Ch 5, comparison trap 3.",,,ch25
automotive-supply-gap-2026,Automotive software engineer demand against supply,"ManpowerGroup, as reported",2026,,4,,,,Demand quoted as 3.5 times supply,"A staffing firm publishing a shortage number about the roles it is paid to fill. Ch 5, grade 5 territory in motive if not in method. Directional only.",,,ch25
iso26262-pay-2026,ISO 26262 functional safety pay,ZipRecruiter / 6figr / EV.Careers composite,2026,,4,,,,"US ~$109,500 average, $84,500-$130,000 band. ADAS with functional safety certification $135,000-$165,000, quoted as a 15-20% premium over general roles. India ~₹33 lakh average on ISO 26262 postings.",Aggregators throughout. The India figure comes from a small self-reported sample.,,,ch25
iec62304-ed2-2026,IEC 62304 Edition 2 and EU medical device software regulation,"IEC, European Commission, and standards commentary",2026,,2,,,"The standard is sold, not published. Its scope and dates come from the standards body's catalogue entry and from commission notices.","Edition 2 expected during 2026. It redefines how process rigour is set, widens scope, adds explicit AI and machine learning lifecycle requirements, and makes cybersecurity a design control. IEC 62304 is on the EU harmonised standards list, so it is effectively required for CE marking. The Commission proposed targeted MDR and IVDR simplification on 16 December 2025.",The standard and the harmonised list are primary. The publication date for Edition 2 is commentary and has slipped before.,,,ch25
cra-nis2-deadlines,EU Cyber Resilience Act and NIS2 compliance dates,European Commission,2026,2026-08-12,1,https://digital-strategy.ec.europa.eu/en/policies/cyber-resilience-act,,,Cyber Resilience Act reporting obligations apply from 11 September 2026; main obligations from 11 December 2027. NIS2 transposition was due from member states by 17 October 2024 and remains uneven.,None on the dates. National enforcement varies widely and that variation is not published in one place.,,,ch25
ot-security-pay-2026,"OT, ICS and SCADA engineering pay",ZipRecruiter / Glassdoor / trade compilations,2026,,4,,,,"ICS/OT SCADA security engineer ~$152,800 with a narrow $143,000-$158,500 band. PLC SCADA engineer ~$97,700 on one aggregator and ~$155,200 on another. GICSP quoted as adding $20,000-$35,000; Ignition certification $12,000-$20,000.","The certification premiums come from training-adjacent publishers, which is grade 5 in motive. The gap between the two PLC figures is the usual title problem: one counts controls technicians, the other counts engineers.",,,ch25
telecom-oss-pay-2026,Telecom OSS/BSS and 5G core pay,ZipRecruiter and telecom staffing compilations,2026,,4,,,,"US OSS ~$47.89/hour, $33.65-$63.94 typical. OSS/BSS engineer postings $73,000-$175,000. Senior 5G core and BSS architects quoted at $180,000-$245,000 base.","The senior architect figure comes from a staffing firm describing a population it estimates at a few dozen firms nationally. Treat it as a description of scarcity, not a salary you can plan on.",,,ch25
govt-it-pay-us-2026,"Government software pay, United States, aggregate figures",ZipRecruiter and government IT staffing compilations,2026,,4,,,"A salary aggregator's live pages. Chapter 5 grades these 4 and this book does not link to them, because sending a reader to a site it has told them to distrust works against the text.","Government software developer ~$108,500, with an $88,500-$124,000 band. Government software engineer ~$147,500.","An aggregator, and it mixes federal, state and contractor pay, which differ by more than the averages suggest. Use it for the shape and not the level. The exact federal figures are in us-federal-pay-schedule-2026.",,,ch25
us-federal-pay-schedule-2026,General Schedule pay rates and published digital-service ceilings,United States Office of Personnel Management; US Digital Service,2026,2026-08-06,1,https://www.opm.gov/policy-data-oversight/pay-leave/salaries-wages/,,,"Federal General Schedule rates are published in full each year, by grade and step and locality. The US Digital Service advertises up to $197,200 in Washington DC.","Exact, and narrower than it looks. The General Schedule is what the federal government pays; it says nothing about state, local or contractor work, which is where most government software is actually written. The $197,200 ceiling is one small elite programme in the most expensive city in the country, and Chapter 25 says so rather than using it as a typical salary.","Statutory pay schedule published annually, plus a government programme's own advertised maximum.",,ch25
govt-legacy-demand-2026,State and local government IT skills demand,Government IT staffing compilations,2026,,4,,,,"Legacy modernisation specialists listed alongside cloud, DevSecOps and security among the most in-demand state and local roles. Agencies report needing people who can work both modern cloud and COBOL-era systems.","Staffing-vendor content. The pattern matches Ch 13's argument, which is a reason for extra suspicion, not less.",,,ch25
cobol-workforce-age,Mainframe developer workforce age,Widely circulated industry claim,2026,,5,,,,Average mainframe developer age commonly cited as 55-60,Vendor-promoted and weakly sourced. This book cites it only as an example of a claim to distrust. See Ch 4. The ageing trend is plausible; the number is not evidence.,,,ch04; ch25
github-sponsors-100m,$100 million for open source: a milestone built by the community,GitHub,2026-07,,3,https://github.blog/open-source/maintainers/100-million-for-open-source-a-milestone-built-by-the-community/,,,"Over $100 million distributed through GitHub Sponsors since 2019, to more than 70,000 maintainers and organisations, from over 280,000 sponsors. About 4,200 companies participate.","A platform reporting its own totals, which makes the figures reliable and the framing promotional. It covers one platform only, and excludes foundations, grants and employment, which fund most serious open source work.",,,ch28
oss-maintainer-pay-2026,Open source maintainer pay and burnout,"Community surveys and reporting, including Tidelift",2026,,3,,,Several community surveys and reports read together. No single document.,"About 60% of maintainers are unpaid and fewer than 12% earn any revenue from the work. Median monthly sponsorship reported at roughly $50. Tidelift found 46% of professional maintainers had experienced burnout, rising to 58% among maintainers of widely used projects.","Self-selected survey populations, and the burnout figures are from 2020 and are quoted forward. Directionally consistent across several independent surveys, which is why this is graded 3 rather than 4.",,,ch28
indie-saas-distribution-2026,Revenue distribution across small software products,Independent trackers and community analyses,2026,,3,,,Independent revenue trackers and community analyses read together. The trackers change continuously.,"Across 8,699 tracked startups, 3,787 with any revenue averaged $4,298 MRR and the median was $145. Separately, about 50% of active independent founders reported under $1,000 a month, 20% between $1,000 and $10,000, 10% between $10,000 and $100,000, and under 5% above $100,000. Roughly 70% of small software products earn under $1,000 MRR and about 6% clear $10,000.","Self-reported and self-selected: people register a product on a tracker when they are trying, and stop updating when they stop. That biases towards the optimistic, which makes the low medians more striking rather than less. The gap between the $4,298 mean and the $145 median is the finding.",,,ch28
freelance-rates-2026,Independent developer and consultant rates,Rate guides and freelance platform compilations,2026,,4,,,,"Junior $20-$40/hour globally, mid $40-$70, senior $70-$150. Specialisms quoted higher: cybersecurity consulting median about $120/hour, full stack median about $85. Day rates commonly quoted at six to eight times the hourly rate. Specialist rates described as holding while generalist rates face pressure.","Published by platforms and rate-calculator sites that benefit from confident numbers. Billing rate is not income. See Ch 5, trap 3.",,,ch28
fractional-cto-rates-2026,Fractional technical leadership rates and adoption,Fractional talent platforms and consultancies,2026,,4,,,,"$150-$500 per hour, $1,500-$4,000 per day, or $5,000-$15,000 monthly on retainer, with a common engagement around 12 hours a week. One platform quotes an average of $216/hour in North America. Gartner is cited as forecasting that over 30% of midsize enterprises will retain a fractional executive by 2027.","Every source found sells fractional placements. The Gartner forecast is quoted second-hand throughout and was not read directly for this book. One platform also reports demand falling over the most recent 90 days, which sits oddly beside the growth story and is worth more attention than the forecast.",,,ch28
india-plfs-earnings,"Periodic Labour Force Survey, annual report","National Statistics Office, India",2026-05,,2,,,Published as periodic survey reports carrying many tables. The earnings figures used here are read from the report rather than from a page that states them.,"Average earnings in regular wage or salaried employment rose to ₹24,217 a month for men and ₹18,353 for women during 2025, women earning about 76% of the male figure. Labour force participation 59.3%, unemployment 3.1%, and regular salaried work 23.6% of all employment.","This is the whole economy, not computing. Earnings are published by broad occupation group only, so no computing specialisation can be separated out. The sampling redesign also breaks the series against earlier annual estimates, so the year-on-year growth figures should not be compared with pre-2025 numbers.","National household labour force survey. From January 2025 it runs on a calendar year with a revamped rotational panel design, so the 2025 annual report is the first full calendar-year edition.",,ch12; ch40
india-pay-granularity-gap,Absence of role-level computing pay data for India,Assessment of available Indian sources,2026-08,,2,,,"This record is this book's own assessment that no qualifying source exists. There is nothing to link to, which is the finding.",No source at grade 3 or better publishes pay for a named computing specialisation in India. The national labour survey stops at the occupation group. Institutional placement medians are self-reported by the institution. Aggregator sites are grade 4 and excluded.,This is a finding about India's statistical system rather than about Indian pay. Salaries obviously exist and are known to the people earning them; they are not published at a standard this book can cite.,,,ch12
india-jee-main-2026,Joint Entrance Examination (Main) 2026 eligibility,"National Testing Agency, India",2026,2026-08-10,1,,,The examination information bulletin is reissued each cycle at a new address. No stable locator was verified for this edition.,"The engineering paper requires Physics and Mathematics as compulsory subjects, plus one of Chemistry, Biology, Biotechnology or a technical vocational subject. There is no age limit. Candidates may attempt it in three consecutive years. Admission to the national institutes requires a 75% aggregate at Class 12, or 65% for scheduled caste and tribe candidates, or a place in the top twenty percentile of the board.",Rules are republished each year and the qualifying percentage and accepted substitute subjects have moved before. Read the current notification rather than this book.,,,ch14
india-aicte-subject-flexibility,"Approval Process Handbook, engineering admission subject requirements",All India Council for Technical Education,2026,2026-08-10,1,,,"The approval handbook is republished yearly as a PDF and the previous year's link is retired, so there is no stable locator to cite. The position was confirmed against the regulator's published guidance during the August 2026 staleness sweep.","The technical education regulator's 2021 handbook made Physics and Mathematics optional for engineering admission, allowing any three of fourteen listed subjects including computer science and information technology. The framing survives in the handbook covering the current cycle.","This is the regulator's approval rule for institutions. It does not override the entrance examination's own eligibility rule, which still requires Physics and Mathematics. A student reading only the regulator would reach the wrong conclusion, which is the reason Chapter 14 tells readers to check both lists.",,,ch14
india-nats-apprenticeship,National Apprenticeship Training Scheme,"Ministry of Education, India",2026-04,2026-08-10,1,,,"The scheme is administered through a portal whose content sits behind navigation with no per-document address, checked 2026-08-20.","A one-year apprenticeship for graduates and diploma holders, administered through four regional boards. Minimum stipend ₹12,300 a month for graduate apprentices, ₹10,900 for technician (diploma) apprentices and ₹9,600 for technician (vocational) apprentices from April 2026, with the government reimbursing half to the employer. A certificate of proficiency is issued at the end.",Outcome evaluations do exist; see india-apprenticeship-outcomes in this file. What remains unverified is the methodology behind the reported employment rates.,,,ch15
india-nasscom-zinnov-gcc,Global capability centres in India,Industry association with a consultancy,2026-07,,3,,,Industry association report published behind registration. Figures reached this book through press coverage of it.,"2,117 global capability centres operating across 3,728 units as of March 2026, employing about 2.36 million people, with revenue of $98.4bn and 32% growth since 2021. More than 1,200 embed machine learning work, drawing on an AI talent pool of roughly 250,000.","Published by the industry association whose members are being counted, with a consultancy that sells advice to them. The direction is corroborated by hiring data from other sources; the absolute counts are not audited. Nothing here says what any of those jobs pay or how long people stay.",,,ch12; ch40
india-labour-codes-2026,Commencement of the four labour codes,Government of India,2026-05-08,2026-08-10,1,,,A gazette notification. No stable public locator was verified for this edition.,"Four codes consolidating twenty-nine central labour laws took effect from 21 November 2025, with central rules notified on 8 May 2026. The definition of wages caps excluded allowances at half of total pay, which raises the base for provident fund and gratuity on salary structures built around allowances. Fixed-term employees qualify for pro-rata gratuity after one year rather than five.","In force nationally, but operational effect depends on state rules, many still in draft in mid-2026. Anyone reading a payslip against this should check their own state.",,,ch16
india-emigration-clearance,Emigration clearance categories for Indian passport holders,"Ministry of External Affairs, India",2026,2026-08-10,1,https://www.mea.gov.in/emigration-clearance-system,,,"Passports are endorsed either as requiring emigration check or not. Clearance is required only for employment travel to a notified list of around seventeen countries, mostly in the Gulf and South East Asia. Holders of a graduate qualification are automatically in the no-check category.","The notified country list changes. This matters for readers taking Gulf employment and for nobody else, which is why the book states the scope rather than the list.",,,ch12
india-it-attrition-fy27,Attrition and headcount at the largest listed IT services firms,Company quarterly disclosures,2026-07,,3,,,Several companies' quarterly results read together. There is no single document to link to.,Trailing-twelve-month attrition across the six largest listed firms ran between 11.8% and 13.9% for the quarter ending June 2026. Two of the six reduced headcount over the quarter. The six together employ over 1.56 million people.,"Definitions differ between firms. Some report voluntary attrition only, some exclude parts of the business, and the trailing window is not always the same. The band is indicative; the ranking between firms is not meaningful.",,,ch13; ch40
india-it-services-employment,Total employment and net hiring in Indian IT services,Industry association,2025,,3,,,"Industry association aggregate, published in press releases rather than as a standing document.","An employee base of about 5.8 million after net hiring of 126,000 in the year to March 2025, with roughly 135,000 further net additions projected for the following year.","Published by the industry association whose members are counted. The aggregate grows while the largest firms shrink, so a headline industry number describes mid-sized firms and capability centres more than it describes the employers most graduates apply to.",,,ch13
india-gcc-attrition,Attrition at Indian global capability centres,Compensation consultancy annual survey,2026,,3,,,Consultancy survey published to clients and summarised in press coverage.,"Capability centre attrition at about 12.6%, described by the publisher as a historic low. India-wide attrition across all sectors was 17.1% in 2025, with e-commerce and fintech at 25% to 28%.","A commercial survey of participating employers, not a census. It does not separate computing roles from other functions inside a capability centre.","Annual salary increase and turnover survey covering over 1,060 companies across 45 industries.",,ch13; ch40
india-wipro-median-remuneration,"Median remuneration of employees, Wipro Limited","Wipro Limited, Integrated Annual Report 2025-26",2026-06,2026-08-10,1,https://www.wipro.com/content/dam/nexus/en/investor/annual-reports/2025-2026/Integrated-annual-report-2025-26.pdf,,,"Median remuneration of employees was ₹947,425 in financial year 2025-26 against ₹978,516 in 2024-25, a decrease of 3.18%. Permanent employees on the rolls rose from 233,346 to 242,156. The aggregate remuneration of employees grew 0.7%, which the company attributes to the increase in headcount.","A company-wide median across every function, not a computing role. It covers the listed entity including overseas branches but excludes subsidiaries, so it is mostly but not purely Indian. A fall in cash terms is a fall in real terms whatever inflation was, but this book has not sourced the inflation figure needed to size the real cut.","Statutory disclosure under Section 197(12) of the Companies Act 2013 read with Rule 5(1) of the Companies (Appointment and Remuneration of Managerial Personnel) Rules 2014. Published in the Board's Report of the audited annual report, printed pages 139 to 140.",,ch13; ch40
india-hcltech-median-remuneration,"Median remuneration and gender pay disclosure, HCL Technologies","HCL Technologies Limited, Annual Report 2024-25",2025-08,2026-08-10,1,https://www.hcltech.com/sites/default/files/document/open/annual-report/2025-08/Annual-Report-2024-25.pdf,,,"The median remuneration of employees rose 17.63% in the financial year. There were 167,316 permanent employees on the rolls at 31 March 2025, plus 56,104 on the rolls of subsidiaries. In the sustainability report, median pay for employees other than directors and key managerial personnel was ₹18.18 lakh for 167,071 men and ₹9.53 lakh for 67,217 women.","The company publishes the percentage change but not the absolute median, which Rule 5(1) permits. The gender figures are global and converted at a stated rate of ₹82 to the dollar, so the difference may reflect where the two groups work rather than pay for comparable work. It is one company with no controls, and must not be read as an Indian gender pay gap.","Two statutory disclosures in one report. The Board's Report carries the Rule 5(1) items. The Business Responsibility and Sustainability Report, required by the market regulator of the largest thousand listed companies, carries median remuneration split by gender. The gender table was verified against a rendered image of the page after the first text extraction looked like a column error.",,ch13
india-infosys-median-remuneration,"Median remuneration of employees, Infosys Limited","Infosys Limited, Integrated Annual Report 2025-26",2026-05,2026-08-10,1,https://www.nseindia.com/api/annual-reports?index=equities&symbol=INFY,,,"The report states that median remuneration was ₹11,13,024 in fiscal 2026 against ₹10,72,008 in fiscal 2025, an increase of approximately 4%.","A company-wide median across every function and every country in which Infosys employs people, not a role figure and not an Indian figure.","The Rule 5(1) statutory disclosure, read from the annual report itself. An earlier pass graded this 2 because the company's website refuses automated retrieval. The exchange publishes the same document without obstruction, which is the general lesson: for a listed company, go to the exchange rather than to the company.",,ch13
india-infosys-seniority-bands,"Median pay by seniority band and sex, Infosys Limited","Infosys Limited, sustainability report within the annual report 2025-26",2026-05,2026-08-10,1,https://www.nseindia.com/api/annual-reports?index=equities&symbol=INFY,,,"For permanent employees at 31 March 2026, median pay was about ₹4 lakh at junior level for both men and women, about ₹11 lakh and ₹10 lakh at middle level, and about ₹31 lakh and ₹25 lakh at senior level. Headcount moves from 51,073 men against 47,630 women at junior level to 39,604 against 10,627 at senior level.","Global figures for a global employer, published in crore and converted to lakh here. Equal medians at junior level do not establish equal pay for equal work at every grade; they do show that the headline gap in the combined figure is largely a seniority-mix effect. Why the mix changes is not in any disclosure found.","The market regulator's sustainability disclosure. Most companies publish one median split by sex; Infosys splits it by junior, middle and senior band as well. Verified against a rendered image of the page.",,ch13; ch40
india-it-cohort-median-pay,Median pay disclosures across the listed Indian IT cohort,"Eight company annual reports for FY2025-26, retrieved from the exchanges",2026-07,2026-08-10,1,,,Eight companies' annual reports read together. The individual records in this file carry their own exchange links.,"For the year to March 2026: Infosys median ₹11,13,024, up about 4%. Wipro ₹9,47,425, down 3.18%, on 242,156 staff. TCS up 5.1% on 584,519 staff. HCLTech up 5.4%. Coforge up 4.3% on 20,228 staff. Wipro is the only one of the cohort whose median fell.","Three of the five publish the percentage change without the level, which the rule permits. Mphasis reported a 32.10% rise, which is far outside the rest of the cohort and is more likely a change in workforce mix than a raise; it is recorded and not used. All figures are company-wide and global.",,,ch13; ch40
india-persistent-india-vs-us,"Indian and American medians from one employer, same year","Persistent Systems Limited, Annual Report 2026",2026-06,2026-08-10,1,https://www.nseindia.com/api/annual-reports?index=equities&symbol=PERSISTENT,,,"The median for the Indian company was ₹16,76,000 in the year to March 2025, and the report states it remained the same in the year to March 2026. The median at Persistent Systems Inc. was USD 136,516 for the year to March 2026, which the company puts at about ₹12.17 million. The American median is roughly seven times the Indian one.","Not the same job paying seven times more. Two different workforces at different grades doing different work, in economies with different prices. A United States subsidiary also skews client-facing and senior. What it does establish is how far a company-wide median sits from an Indian one, which is the limitation attached to every other figure in this file.","The Rule 5(1) disclosure, verified against a rendered image of the page. The company reports the median for the Indian listed entity and for its United States subsidiary as separate notes, because directors are paid from both.",,ch13; ch40
india-coforge-brsr-medians,"Median pay by sex, Coforge","Coforge Limited, Annual Report 2025-26",2026-08,2026-08-10,1,https://www.nseindia.com/api/annual-reports?index=equities&symbol=COFORGE,,,"For employees other than directors and key managerial personnel: 20,300 men at a median of ₹14,53,324 and 8,053 women at ₹9,49,394. Gross wages paid to women were 22.83% of the total, against 21.86% the year before.","A whole-company figure covering every function, and global rather than Indian. Headcount grew partly by acquisition during the year, which moves a median for reasons that have nothing to do with pay rises.","The market regulator's sustainability disclosure. Read from a rendered image of the page, because the report is set in two columns and the text extraction scrambled the table.",,ch13
